"Location","nation","Country","gender","field_research","Country_work","PhD_Year","what_participant_group"
"","Canada","","Female","Medicine and Life Science","Canada","1996","Senior academic researcher with >10 years of experience applying for research grants"
"Quebec","Canada","Canada","Female","Engineering","Canada","1989","Senior academic researcher with >10 years of experience applying for research grants"
"Chile","Chile","Chile","Male","Natural Science","Chile","2009","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"New Brunswick","Canada","Canada","Male","Physical Science (eg. math, physics, chemistry, computer science)","Canada","1994","Senior academic researcher with >10 years of experience applying for research grants"
"Quebec","Canada","Canada","Male","Interdisciplinary Science","Canada","2007","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"Ontario","Canada","Canada","Male","Natural Science","Canada","2004","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"British Columbia","Canada","Canada","Male","Medicine and Life Science","Canada","2007","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"Quebec","Canada","Canada","Female","Natural Science","Canada","1996","Senior academic researcher with >10 years of experience applying for research grants"
"Quebec","Canada","Canada","Male","Natural Science","Canada","2014","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"Quebec","Canada","Canada","Female","Natural Science","Canada","1998","Senior academic researcher with >10 years of experience applying for research grants"
"Saskatchewan","Canada","Canada","Female","Medicine and Life Science","Canada","1996","Senior academic researcher with >10 years of experience applying for research grants"
"Quebec","Canada","Canada","Male","Natural Science","Canada","2011","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"Quebec","Canada","Canada","Female","Physical Science (eg. math, physics, chemistry, computer science)","Canada","","Senior academic researcher with >10 years of experience applying for research grants"
"Quebec","Canada","Canada","Female","Interdisciplinary Science","Canada","","Senior academic researcher with >10 years of experience applying for research grants"
"Quebec","Canada","Canada","Male","Medicine and Life Science","Canada","1969","Senior academic researcher with >10 years of experience applying for research grants"
"Quebec","Canada","Canada","Male","Interdisciplinary Science","Canada","1994","Senior academic researcher with >10 years of experience applying for research grants"
"Quebec","Canada","Canada","Male","Physical Science (eg. math, physics, chemistry, computer science)","Canada","2000","Senior academic researcher with >10 years of experience applying for research grants"
"","Canada","","Female","Natural Science","Canada","1999","Senior academic researcher with >10 years of experience applying for research grants"
"Alberta","Canada","Canada","Male","Physical Science (eg. math, physics, chemistry, computer science)","Canada","2005","Senior academic researcher with >10 years of experience applying for research grants"
"Quebec","Canada","Canada","Male","Natural Science","Canada","2002","Senior academic researcher with >10 years of experience applying for research grants"
"Ontario","Canada","Canada","Male","Natural Science","Canada","1976","Senior academic researcher with >10 years of experience applying for research grants"
"New Brunswick","Canada","Canada","Female","Physical Science (eg. math, physics, chemistry, computer science)","Canada","2008","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
